timestamp_ms,value,is_anomaly
1393411800000,0.134,0
1393412100000,0.132,0
1393412400000,0.20199999999999999,0
1393412700000,0.066,0
1393413000000,0.134,0
1393413300000,0.134,0
1393413600000,0.066,0
1393413900000,0.132,0
1393414200000,0.134,0
1393414500000,0.134,0
1393414800000,0.066,0
1393415100000,0.198,0
1393415400000,0.134,0
1393415700000,0.134,0
1393416000000,0.2,0
1393416300000,0.066,0
1393416600000,0.132,0
1393416900000,0.134,0
1393417200000,0.066,0
1393417500000,0.134,0
1393417800000,0.132,0
1393418100000,0.134,0
1393418400000,0.134,0
1393418700000,0.132,0
1393419000000,0.136,0
1393419300000,0.134,0
1393419600000,0.134,0
1393419900000,0.134,0
1393420200000,0.134,0
1393420500000,0.132,0
1393420800000,0.132,0
1393421100000,0.132,0
1393421400000,0.066,0
1393421700000,0.132,0
1393422000000,0.132,0
1393422300000,0.066,1
1393422600000,0.134,1
1393422900000,0.134,1
1393423200000,0.132,1
1393423500000,0.134,1
1393423800000,0.066,1
1393424100000,0.134,1
1393424400000,0.132,1
1393424700000,0.20199999999999999,1
1393425000000,0.134,1
1393425300000,0.132,1
1393425600000,0.066,1
1393425900000,0.20199999999999999,1
1393426200000,0.066,1
1393426500000,0.2,1
1393426800000,0.132,1
1393427100000,0.068,1
1393427400000,0.136,1
1393427700000,0.134,1
1393428000000,0.132,1
1393428300000,0.134,1
1393428600000,0.132,1
1393428900000,0.134,1
1393429200000,0.134,1
1393429500000,0.066,1
1393429800000,0.134,1
1393430100000,0.2,1
1393430400000,0.134,1
1393430700000,0.132,1
1393431000000,0.066,1
1393431300000,0.134,1
1393431600000,0.134,1
1393431900000,0.132,1
1393432200000,0.134,1
1393432500000,0.132,1
1393432800000,0.134,1
1393433100000,0.134,1
1393433400000,0.132,1
1393433700000,0.134,1
1393434000000,0.066,1
1393434300000,0.132,1
1393434600000,0.134,1
1393434900000,0.134,1
1393435200000,0.066,1
1393435500000,0.134,1
1393435800000,0.132,1
1393436100000,0.066,1
1393436400000,0.132,1
1393436700000,0.134,1
1393437000000,0.134,1
1393437300000,0.134,1
1393437600000,0.134,1
1393437900000,0.068,1
1393438200000,0.132,1
1393438500000,0.132,1
1393438800000,0.066,1
1393439100000,0.132,1
1393439400000,0.132,1
1393439700000,0.068,1
1393440000000,0.134,1
1393440300000,0.134,1
1393440600000,0.134,1
1393440900000,0.134,1
1393441200000,0.066,1
1393441500000,0.132,1
1393441800000,0.134,1
1393442100000,0.134,1
1393442400000,0.134,1
1393442700000,0.132,1
1393443000000,0.132,1
1393443300000,0.066,1
1393443600000,0.134,1
1393443900000,0.134,1
1393444200000,0.134,1
1393444500000,0.134,1
1393444800000,0.134,1
1393445100000,0.134,1
1393445400000,0.066,1
1393445700000,0.134,1
1393446000000,0.136,1
1393446300000,0.136,1
1393446600000,0.134,1
1393446900000,0.068,1
1393447200000,0.134,1
1393447500000,0.136,1
1393447800000,0.134,1
1393448100000,0.134,1
1393448400000,0.266,1
1393448700000,0.198,1
1393449000000,0.264,1
1393449300000,0.2,1
1393449600000,0.134,1
1393449900000,0.066,1
1393450200000,0.134,1
1393450500000,0.132,1
1393450800000,0.134,1
1393451100000,0.066,1
1393451400000,0.134,1
1393451700000,0.132,1
1393452000000,0.132,1
1393452300000,2.344,1
1393452600000,0.134,1
1393452900000,0.066,1
1393453200000,0.134,1
1393453500000,0.066,1
1393453800000,0.132,1
1393454100000,0.134,1
1393454400000,0.132,1
1393454700000,0.132,1
1393455000000,0.134,1
1393455300000,0.134,1
1393455600000,0.132,1
1393455900000,0.134,1
1393456200000,0.066,1
1393456500000,0.32799999999999996,1
1393456800000,0.132,1
1393457100000,0.066,1
1393457400000,0.134,1
1393457700000,0.134,1
1393458000000,0.132,1
1393458300000,0.066,1
1393458600000,0.134,1
1393458900000,0.136,1
1393459200000,0.132,1
1393459500000,0.134,1
1393459800000,0.066,1
1393460100000,0.132,1
1393460400000,0.066,1
1393460700000,0.134,1
1393461000000,0.132,1
1393461300000,0.066,1
1393461600000,0.132,1
1393461900000,0.134,1
1393462200000,0.066,1
1393462500000,0.134,1
1393462800000,0.132,1
1393463100000,0.134,1
1393463400000,0.066,1
1393463700000,0.134,1
1393464000000,0.134,1
1393464300000,0.134,1
1393464600000,0.068,1
1393464900000,0.134,1
1393465200000,0.134,1
1393465500000,0.066,1
1393465800000,0.134,1
1393466100000,0.134,1
1393466400000,0.134,1
1393466700000,0.068,1
1393467000000,0.134,1
1393467300000,0.198,1
1393467600000,0.066,1
1393467900000,0.134,1
1393468200000,0.066,1
1393468500000,0.134,1
1393468800000,0.134,1
1393469100000,0.066,1
1393469400000,0.132,1
1393469700000,0.132,1
1393470000000,0.134,1
1393470300000,0.136,1
1393470600000,0.134,1
1393470900000,0.068,1
1393471200000,0.134,1
1393471500000,0.132,1
1393471800000,0.068,1
1393472100000,0.134,1
1393472400000,1.5319999999999998,1
1393472700000,0.132,1
1393473000000,0.066,1
1393473300000,0.136,1
1393473600000,0.134,1
1393473900000,0.134,1
1393474200000,0.068,1
1393474500000,0.134,1
1393474800000,0.132,1
1393475100000,0.068,1
1393475400000,0.134,1
1393475700000,0.066,1
1393476000000,0.134,1
1393476300000,0.132,1
1393476600000,0.134,1
1393476900000,0.134,1
1393477200000,0.066,1
1393477500000,0.134,1
1393477800000,0.136,1
1393478100000,0.134,1
1393478400000,0.068,1
1393478700000,0.134,1
1393479000000,0.066,1
1393479300000,0.134,1
1393479600000,0.134,1
1393479900000,0.136,1
1393480200000,0.066,1
1393480500000,0.134,1
1393480800000,0.134,1
1393481100000,0.134,1
1393481400000,0.066,1
1393481700000,0.132,1
1393482000000,0.132,1
1393482300000,0.066,1
1393482600000,0.2,0
1393482900000,0.066,0
1393483200000,0.134,0
1393483500000,0.134,0
1393483800000,0.066,0
1393484100000,0.20199999999999999,0
1393484400000,0.134,0
1393484700000,0.066,0
1393485000000,0.134,0
1393485300000,0.132,0
1393485600000,0.132,0
1393485900000,0.134,0
1393486200000,0.066,0
1393486500000,0.132,0
1393486800000,0.134,0
1393487100000,0.134,0
1393487400000,0.134,0
1393487700000,0.132,0
1393488000000,0.132,0
1393488300000,0.134,0
1393488600000,0.066,0
1393488900000,0.134,0
1393489200000,0.068,0
1393489500000,0.198,0
1393489800000,0.066,0
1393490100000,0.134,0
1393490400000,0.066,0
1393490700000,0.132,0
1393491000000,0.066,0
1393491300000,0.20199999999999999,1
1393491600000,0.134,1
1393491900000,0.068,1
1393492200000,0.134,1
1393492500000,0.132,1
1393492800000,0.132,1
1393493100000,0.134,1
1393493400000,0.134,1
1393493700000,0.2,1
1393494000000,0.134,1
1393494300000,0.136,1
1393494600000,0.134,1
1393494900000,0.134,1
1393495200000,0.136,1
1393495500000,0.134,1
1393495800000,0.134,1
1393496100000,0.066,1
1393496400000,0.134,1
1393496700000,0.132,1
1393497000000,0.066,1
1393497300000,0.134,1
1393497600000,0.066,1
1393497900000,0.132,1
1393498200000,0.134,1
1393498500000,0.132,1
1393498800000,0.136,1
1393499100000,0.066,1
1393499400000,0.134,1
1393499700000,0.134,1
1393500000000,0.068,1
1393500300000,0.136,1
1393500600000,0.134,1
1393500900000,0.134,1
1393501200000,0.068,1
1393501500000,0.134,1
1393501800000,0.066,1
1393502100000,0.134,1
1393502400000,0.198,1
1393502700000,0.066,1
1393503000000,0.132,1
1393503300000,0.132,1
1393503600000,0.066,1
1393503900000,0.134,1
1393504200000,0.134,1
1393504500000,0.066,1
1393504800000,0.134,1
1393505100000,0.132,1
1393505400000,0.066,1
1393505700000,0.198,1
1393506000000,0.066,1
1393506300000,0.132,1
1393506600000,0.134,1
1393506900000,0.134,1
1393507200000,0.134,1
1393507500000,0.068,1
1393507800000,0.134,1
1393508100000,0.134,1
1393508400000,0.132,1
1393508700000,0.20199999999999999,1
1393509000000,0.134,1
1393509300000,0.132,1
1393509600000,0.132,1
1393509900000,0.066,1
1393510200000,0.134,1
1393510500000,0.134,1
1393510800000,0.134,1
1393511100000,0.066,1
1393511400000,0.134,1
1393511700000,0.132,1
1393512000000,0.134,1
1393512300000,0.198,1
1393512600000,0.132,1
1393512900000,0.2,1
1393513200000,0.132,1
1393513500000,0.134,1
1393513800000,0.066,1
1393514100000,0.132,1
1393514400000,0.134,1
1393514700000,0.066,1
1393515000000,0.134,1
1393515300000,0.134,1
1393515600000,0.134,1
1393515900000,0.136,1
1393516200000,0.134,1
1393516500000,0.132,1
1393516800000,0.134,1
1393517100000,0.134,1
1393517400000,0.134,1
1393517700000,0.134,1
1393518000000,0.132,1
1393518300000,0.066,1
1393518600000,0.134,1
1393518900000,0.134,1
1393519200000,0.134,1
1393519500000,0.136,1
1393519800000,0.134,1
1393520100000,0.132,1
1393520400000,0.134,1
1393520700000,0.134,1
1393521000000,0.134,1
1393521300000,0.602,1
1393521600000,0.332,1
1393521900000,0.134,1
1393522200000,0.134,1
1393522500000,0.134,1
1393522800000,0.134,1
1393523100000,0.132,1
1393523400000,0.132,1
1393523700000,0.134,1
1393524000000,0.132,1
1393524300000,0.134,1
1393524600000,0.132,1
1393524900000,0.134,1
1393525200000,0.134,1
1393525500000,0.066,1
1393525800000,0.132,1
1393526100000,0.132,1
1393526400000,0.134,1
1393526700000,0.134,1
1393527000000,0.132,1
1393527300000,0.134,1
1393527600000,0.134,1
1393527900000,0.134,1
1393528200000,0.134,1
1393528500000,0.066,1
1393528800000,0.134,1
1393529100000,0.134,1
1393529400000,0.134,1
1393529700000,0.134,1
1393530000000,0.066,1
1393530300000,0.134,1
1393530600000,0.134,1
1393530900000,0.134,1
1393531200000,0.134,1
1393531500000,0.132,1
1393531800000,0.134,1
1393532100000,0.066,1
1393532400000,0.134,1
1393532700000,0.134,1
1393533000000,0.134,1
1393533300000,0.134,1
1393533600000,0.132,1
1393533900000,0.132,1
1393534200000,0.132,1
1393534500000,0.132,1
1393534800000,0.132,1
1393535100000,0.132,1
1393535400000,0.066,1
1393535700000,0.134,1
1393536000000,0.136,1
1393536300000,0.132,1
1393536600000,0.132,1
1393536900000,0.066,1
1393537200000,0.134,1
1393537500000,0.066,1
1393537800000,0.132,1
1393538100000,0.132,1
1393538400000,0.132,1
1393538700000,0.134,1
1393539000000,0.066,1
1393539300000,0.134,1
1393539600000,0.132,1
1393539900000,0.066,1
1393540200000,0.132,1
1393540500000,0.134,1
1393540800000,0.066,1
1393541100000,0.134,1
1393541400000,0.136,1
1393541700000,0.134,1
1393542000000,0.134,1
1393542300000,0.134,1
1393542600000,0.068,1
1393542900000,0.134,1
1393543200000,0.134,1
1393543500000,0.132,1
1393543800000,0.068,1
1393544100000,0.134,1
1393544400000,0.134,1
1393544700000,0.066,1
1393545000000,0.134,1
1393545300000,0.138,1
1393545600000,0.134,1
1393545900000,0.134,1
1393546200000,0.066,1
1393546500000,0.132,1
1393546800000,0.134,1
1393547100000,0.134,1
1393547400000,0.066,1
1393547700000,0.134,1
1393548000000,0.132,1
1393548300000,0.066,1
1393548600000,0.132,1
1393548900000,0.132,1
1393549200000,0.132,1
1393549500000,0.134,1
1393549800000,0.066,1
1393550100000,0.134,1
1393550400000,0.134,1
1393550700000,0.2,1
1393551000000,0.066,1
1393551300000,0.134,1
1393551600000,0.134,0
1393551900000,0.134,0
1393552200000,0.068,0
1393552500000,0.134,0
1393552800000,0.132,0
1393553100000,0.132,0
1393553400000,0.068,0
1393553700000,0.134,0
1393554000000,0.066,0
1393554300000,0.134,0
1393554600000,0.134,0
1393554900000,0.134,0
1393555200000,0.068,0
1393555500000,0.134,0
1393555800000,0.134,0
1393556100000,0.134,0
1393556400000,0.134,0
1393556700000,0.132,0
1393557000000,0.066,0
1393557300000,0.134,0
1393557600000,1.6,0
1393557900000,0.132,0
1393558200000,0.068,0
1393558500000,0.132,0
1393558800000,0.132,0
1393559100000,0.132,0
1393559400000,0.134,0
1393559700000,0.134,0
1393560000000,0.134,0
1393560300000,0.066,0
1393560600000,0.132,0
1393560900000,0.134,0
1393561200000,0.066,0
1393561500000,0.134,0
1393561800000,0.066,0
1393562100000,0.134,0
1393562400000,0.134,0
1393562700000,0.132,0
1393563000000,0.066,0
1393563300000,0.134,0
1393563600000,0.132,0
1393563900000,0.134,0
1393564200000,0.066,0
1393564500000,0.134,0
1393564800000,0.134,0
1393565100000,0.134,0
1393565400000,0.066,0
1393565700000,0.134,0
1393566000000,0.132,0
1393566300000,0.066,0
1393566600000,0.132,0
1393566900000,0.132,0
1393567200000,0.132,0
1393567500000,0.132,0
1393567800000,0.134,0
1393568100000,0.066,0
1393568400000,0.134,0
1393568700000,0.134,0
1393569000000,0.134,0
1393569300000,0.134,0
1393569600000,0.066,0
1393569900000,0.134,0
1393570200000,0.134,0
1393570500000,0.134,0
1393570800000,0.134,0
1393571100000,0.066,0
1393571400000,0.134,0
1393571700000,0.134,0
1393572000000,0.132,0
1393572300000,0.066,0
1393572600000,0.134,0
1393572900000,0.136,0
1393573200000,0.066,0
1393573500000,0.134,0
1393573800000,0.134,0
1393574100000,0.134,0
1393574400000,0.066,0
1393574700000,0.132,0
1393575000000,0.134,0
1393575300000,0.066,0
1393575600000,0.136,0
1393575900000,0.134,0
1393576200000,0.132,0
1393576500000,0.134,0
1393576800000,0.068,0
1393577100000,0.132,0
1393577400000,0.134,0
1393577700000,0.134,0
1393578000000,0.136,0
1393578300000,0.134,0
1393578600000,0.132,0
1393578900000,0.2,0
1393579200000,0.132,0
1393579500000,0.132,0
1393579800000,0.134,0
1393580100000,0.134,0
1393580400000,0.066,0
1393580700000,0.134,0
1393581000000,0.134,0
1393581300000,0.20199999999999999,0
1393581600000,0.066,0
1393581900000,0.136,0
1393582200000,0.134,0
1393582500000,0.068,0
1393582800000,0.136,0
1393583100000,0.132,0
1393583400000,0.134,0
1393583700000,0.066,0
1393584000000,0.134,0
1393584300000,0.134,0
1393584600000,0.134,0
1393584900000,0.136,0
1393585200000,0.134,0
1393585500000,0.132,0
1393585800000,0.132,0
1393586100000,0.134,0
1393586400000,0.134,0
1393586700000,0.136,0
1393587000000,0.066,0
1393587300000,0.20199999999999999,0
1393587600000,0.068,0
1393587900000,0.132,0
1393588200000,0.134,0
1393588500000,0.134,0
1393588800000,0.134,0
1393589100000,0.066,0
1393589400000,0.134,0
1393589700000,0.134,0
1393590000000,0.066,0
1393590300000,0.134,0
1393590600000,0.134,0
1393590900000,0.132,0
1393591200000,0.068,0
1393591500000,0.134,0
1393591800000,0.132,0
1393592100000,0.134,0
1393592400000,0.134,0
1393592700000,0.132,0
1393593000000,0.066,0
1393593300000,0.134,0
1393593600000,0.136,0
1393593900000,0.066,0
1393594200000,0.134,0
1393594500000,0.134,0
1393594800000,0.132,0
1393595100000,0.132,0
1393595400000,0.134,0
1393595700000,0.134,0
1393596000000,0.132,0
1393596300000,0.132,0
